,County,Population,Male,Female,White,Black,Minority,Housing Units,Aggregate Rent Spent By All Renter Housing Units,Rental Units For Which Rent Expenditures Calculated,Occupation Of Residents 16 Or Older - Professional And Managerial,"Occupation Of Residents 16 Or Older - Sales, Office And Administrative Support",Occupation Of Residents 16 Or Older - Services,"Occupation Of Residents 16 Or Older - Farming, Forestry, Or Fishing","Occupation Of Residents 16 Or Older - Construction, Extraction And Maintenance","Occupation Of Residents 16 Or Older - Production, Transportation And Material Moving",Work Classification Of Residents 16 Or Older - Private For-Profit Wage And Salary Workers,Work Classification Of Residents 16 Or Older - Private Non-Profit Wage And Salary Workers,Work Classification Of Residents 16 Or Older - Government Workers,Work Classification Of Residents 16 Or Older - Self-Employed Workers,Work Classification Of Residents 16 Or Older - Unpaid Family Workers,Means Of Travel To Work Of Employed Persons 16 Or Older - Drove Alone,Means Of Travel To Work Of Employed Persons 16 Or Older - Carpool,Means Of Travel To Work Of Employed Persons 16 Or Older - Public Transit,Means Of Travel To Work Of Employed Persons 16 Or Older - Taxicab,Means Of Travel To Work Of Employed Persons 16 Or Older - Motorcycle,Means Of Travel To Work Of Employed Persons 16 Or Older - Bicycle,Means Of Travel To Work Of Employed Persons 16 Or Older - Walked,Means Of Travel To Work Of Employed Persons 16 Or Older - Other Means,Means Of Travel To Work Of Employed Persons 16 Or Older - Worked At Home,"Households With Income Less Than $10,000","Households With Income $10,000-$14,999","Households With Income $15,000-$19,999","Households With Income $20,000-$24,999","Households With Income $25,000-$29,999","Households With Income $30,000-$34,999","Households With Income $35,000-$39,999","Households With Income $40,000-$44,999","Households With Income $45,000-$49,999","Households With Income $50,000-$59,999","Households With Income $60,000-$74,999","Households With Income $75,000-$99,999","Households With Income $100,000-$124,999","Households With Income $125,000-$149,999","Households With Income $150,000-$199,999","Households With Income $200,000 Or More",White Persons Among Whom Poverty Status Was Determined,Black Persons Among Whom Poverty Status Was Determined,Persons In Poverty,White Persons In Poverty,Black Persons In Poverty
248,Jackson,1268,645,623,585,200,911,593,146300.0,301,94,73,170,0,70,100,322,73,3,109,0,328,50,49,0,0,0,39,0,42,86,58,83,58,28,33,37,18,4,18,30,5,0,2,8,0,498,337,536,258,189
638,Jackson,1426,686,740,1255,48,231,561,80213.0,104,200,199,120,0,104,47,517,27,94,32,0,621,9,0,0,0,0,0,0,0,24,61,18,29,24,21,46,24,12,60,111,74,33,13,0,0,1335,1,168,165,0
409,Jackson,656,318,338,253,340,419,257,30737.0,39,128,65,33,0,25,11,105,53,87,17,0,193,30,0,0,0,0,0,31,0,21,2,15,24,14,3,26,18,16,28,29,37,0,0,0,0,201,287,114,23,54
544,Jackson,433,235,198,203,98,262,431,65487.0,135,39,38,76,0,4,54,178,5,14,15,0,188,9,0,0,0,0,0,2,3,36,24,5,17,22,7,3,2,3,9,18,25,2,3,0,2,191,165,118,64,24
640,Jackson,772,350,422,674,33,130,413,49950.0,137,119,107,73,0,0,10,196,57,56,0,0,167,125,0,0,0,0,16,0,0,75,29,15,11,35,50,27,8,22,41,30,35,11,0,2,8,622,51,116,88,10
237,Jackson,743,399,344,318,205,506,376,71311.0,180,7,70,137,0,54,42,222,37,27,24,0,122,55,80,0,0,9,0,30,10,76,26,45,19,21,28,9,0,7,13,6,1,2,0,0,0,371,214,267,120,87
479,Jackson,770,381,389,628,87,166,368,9478.0,23,97,63,192,0,10,40,206,75,72,47,0,281,58,10,0,0,0,0,0,51,75,23,38,17,5,11,5,0,6,13,24,58,30,2,7,0,593,67,56,38,16
777,Platte,914,437,477,874,0,59,448,10421.0,20,223,156,73,0,24,78,333,61,84,75,0,496,11,3,0,0,0,0,9,24,13,9,16,16,17,20,30,35,21,31,46,72,47,17,14,8,840,1224,87,82,138
383,Jackson,813,387,426,293,435,585,473,180150.0,331,143,201,58,0,0,17,250,51,110,8,0,295,61,41,0,0,0,0,0,0,91,67,22,50,49,34,11,3,11,18,10,21,8,4,0,0,168,555,232,7,208
756,Jackson,13,7,6,11,1,2,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Cass,2881,1351,1530,2788,21,116,1127,139430.0,266,413,276,168,7,176,151,756,113,154,168,0,955,158,11,0,0,0,0,11,48,51,69,68,76,53,82,62,39,25,46,90,193,111,35,47,28,2725,18,226,225,0
296,Jackson,930,514,416,583,160,396,641,225122.0,381,191,81,234,0,28,15,422,78,34,15,0,421,26,16,0,0,7,34,0,20,90,63,44,42,30,23,19,12,15,44,58,16,32,25,0,0,582,172,314,138,131
570,Jackson,1448,670,778,1325,53,171,697,259678.0,403,196,130,93,0,75,196,443,71,154,22,0,562,10,0,0,0,0,0,36,32,68,40,16,23,37,56,55,15,16,44,92,151,22,15,0,0,1114,204,338,201,115
130,Clay,1950,973,977,1714,97,330,798,83322.0,145,470,383,78,0,17,144,751,138,114,89,0,866,107,31,0,0,0,15,12,11,7,7,32,30,18,15,14,33,34,93,134,108,128,43,54,0,1568,133,79,67,12
380,Jackson,1060,445,615,271,728,800,460,79478.0,293,13,54,63,0,14,51,143,43,9,0,0,130,0,33,0,0,0,0,20,0,177,40,54,44,6,2,1,0,18,31,13,7,0,0,0,0,130,832,519,51,419
306,Jackson,835,434,401,721,24,145,741,265271.0,322,386,51,16,0,26,10,309,74,8,98,0,412,10,0,0,0,0,22,0,30,77,13,11,31,54,27,13,12,28,39,14,30,30,40,64,112,685,77,108,102,0
541,Jackson,1349,683,666,574,471,891,600,138314.0,246,163,152,141,0,232,71,550,83,57,69,0,459,80,28,0,0,0,0,0,18,47,27,17,40,47,67,54,21,12,25,33,50,21,9,12,0,594,513,369,200,74
801,Platte,1074,521,553,973,46,138,387,31335.0,24,315,173,75,0,43,55,429,62,130,41,0,577,64,0,0,0,0,0,0,15,2,8,2,5,0,0,7,7,13,29,48,99,81,53,27,0,1033,10,23,23,0
470,Jackson,1811,885,926,1542,86,322,876,73611.0,128,136,234,40,0,60,270,480,44,112,105,0,663,70,0,0,0,0,0,0,9,34,58,72,86,76,83,28,70,63,105,99,20,0,0,0,0,1446,195,314,276,4
41,Cass,1707,879,828,1617,39,131,634,3125.0,10,267,232,100,0,191,144,564,93,110,166,0,693,138,16,0,0,0,7,10,35,0,0,4,17,28,28,34,24,16,59,116,138,88,25,33,0,1616,46,78,76,0
277,Jackson,527,263,264,20,488,509,313,65158.0,118,109,36,47,0,0,32,145,0,59,20,0,156,36,4,0,0,0,0,0,0,15,5,29,50,40,15,12,9,6,9,15,31,0,0,0,0,20,486,108,0,94
646,Jackson,1786,860,926,1611,58,229,677,38897.0,45,563,290,81,0,54,76,803,92,133,23,13,959,74,0,0,0,0,0,0,22,2,8,2,12,22,17,33,19,10,44,91,143,163,58,33,0,1557,63,34,31,0
481,Jackson,661,325,336,582,37,95,324,23744.0,39,132,194,66,0,12,28,345,36,50,0,0,355,17,12,0,0,9,0,36,4,9,11,10,12,21,11,32,20,14,21,22,62,43,2,5,0,509,57,48,33,14
84,Clay,1339,672,667,1095,115,292,550,101781.0,170,143,208,162,0,93,211,574,47,110,86,0,705,56,12,0,0,0,0,0,29,19,6,33,49,43,32,54,48,26,33,31,53,48,17,2,9,1234,76,227,207,18
533,Jackson,967,466,501,212,689,772,361,0.0,44,95,118,177,0,41,48,373,8,74,24,0,237,133,28,0,0,0,28,0,0,10,0,4,39,65,29,14,28,12,24,49,43,19,0,0,0,297,537,130,81,42
61,Clay,1022,489,533,836,78,231,486,49719.0,93,253,187,81,0,57,67,395,59,107,84,0,479,73,19,0,0,0,0,0,61,29,18,16,40,11,8,39,55,25,42,67,63,23,10,0,0,760,104,142,97,14
529,Jackson,713,325,388,183,504,533,274,62750.0,82,47,145,38,0,38,13,196,16,55,15,0,226,32,0,0,0,0,0,0,0,0,6,40,47,6,6,8,12,10,22,39,49,7,0,0,0,228,469,147,22,121
232,Jackson,1328,613,715,264,891,1108,513,116126.0,410,60,141,35,0,0,55,227,33,31,0,0,174,0,88,0,0,0,0,16,13,227,79,49,19,20,21,9,5,8,11,0,7,15,3,10,0,365,506,424,58,292
763,Platte,819,422,397,758,20,74,351,27280.0,42,151,126,70,0,28,69,318,57,29,40,0,355,29,0,0,0,0,11,9,21,17,24,12,30,25,11,13,13,21,35,32,44,23,10,3,5,536,133,153,105,22
375,Jackson,754,343,411,531,179,239,373,35501.0,39,232,103,24,0,49,76,301,69,72,42,0,274,170,0,0,0,0,0,0,39,14,5,14,6,26,55,26,19,24,38,40,55,30,0,0,0,474,195,125,30,87
178,Clay,2027,1066,961,1747,160,324,719,54408.0,103,214,205,231,30,133,147,720,43,141,55,0,580,212,10,0,0,0,45,0,113,99,28,21,36,20,38,38,70,65,92,71,45,11,3,10,11,1808,125,362,326,35
75,Clay,781,349,432,437,239,377,317,117184.0,250,14,109,64,0,36,14,223,14,0,0,0,237,0,0,0,0,0,0,0,0,134,16,48,0,0,3,2,34,18,9,9,29,0,0,0,0,688,1085,145,106,165
317,Jackson,653,288,365,27,600,634,354,23083.0,86,5,27,63,0,15,13,56,7,47,14,0,37,7,53,0,0,0,0,0,0,40,10,12,52,67,34,17,23,8,4,1,3,7,0,0,0,5,646,193,2,192
781,Platte,2439,1227,1212,1891,236,654,1033,287931.0,434,343,488,208,0,66,180,989,65,217,15,0,1016,171,74,0,0,13,0,0,0,63,8,48,50,52,81,36,70,74,113,96,107,120,34,0,0,2083,3823,183,149,297
422,Jackson,1126,588,538,925,36,249,552,79590.0,229,131,65,142,0,45,187,467,27,75,0,0,534,35,0,0,0,0,0,0,0,43,7,34,36,49,83,43,57,34,31,16,5,11,0,0,0,1013,56,289,264,11
444,Jackson,1196,511,685,1053,48,179,505,179153.0,351,38,218,70,0,58,131,337,88,52,38,0,449,36,0,0,0,0,18,0,12,39,42,89,61,29,75,38,0,13,18,3,16,13,0,0,0,966,65,307,219,58
463,Jackson,685,331,354,580,37,155,311,46935.0,95,32,151,38,0,50,10,196,18,59,7,0,234,39,0,0,0,0,0,7,0,15,16,40,38,34,5,16,19,19,26,24,38,0,0,0,0,518,10,141,102,2
211,Clay,2750,1340,1410,2587,34,260,995,0.0,6,608,339,167,0,104,187,980,88,156,181,0,1159,148,0,0,0,0,26,0,73,27,5,15,23,38,6,43,44,23,85,185,217,127,74,32,20,2618,29,157,155,0
490,Jackson,1309,598,711,991,212,361,791,173631.0,346,116,149,107,0,59,84,370,38,84,22,0,389,65,47,0,0,0,0,0,0,90,78,61,80,64,9,7,20,16,46,73,38,19,16,0,0,864,279,156,98,34
39,Cass,1896,889,1007,1811,12,118,828,41283.0,129,343,368,143,0,156,131,835,18,269,19,0,749,226,12,0,0,0,44,0,11,53,32,60,35,42,29,61,46,26,58,76,86,75,36,17,9,1802,0,121,110,0
110,Clay,856,418,438,733,38,187,361,56032.0,74,110,114,42,0,62,43,243,18,110,0,0,352,19,0,0,0,0,0,0,0,3,20,29,27,21,22,21,17,42,56,22,53,9,0,0,0,801,28,41,41,0
798,Platte,1076,533,543,1027,1,76,340,25619.0,12,310,119,98,0,9,16,345,63,83,61,0,424,9,0,0,0,0,0,68,51,0,0,0,0,0,0,10,5,0,0,5,36,67,53,67,81,995,29,38,38,0
150,Clay,1971,948,1023,1719,102,320,753,85039.0,101,617,341,141,0,40,95,806,254,143,30,0,1006,107,0,0,0,0,52,0,20,4,19,5,36,37,26,18,0,16,74,155,188,86,39,21,9,1798,98,36,36,0
305,Jackson,1367,735,632,1081,77,311,1126,711331.0,917,528,243,285,0,75,39,816,196,29,130,0,643,42,126,0,0,79,230,0,14,94,57,20,71,118,86,75,84,60,86,72,28,20,8,17,86,1122,126,176,168,0
62,Clay,1832,927,905,1703,52,187,845,28389.0,48,605,166,44,0,0,52,438,152,135,141,0,682,35,13,0,0,23,0,26,77,34,3,12,10,23,17,4,22,15,61,128,125,104,69,63,99,1700,2792,57,57,69
261,Jackson,288,141,147,234,20,70,382,16411.0,17,80,59,5,0,0,9,108,27,6,11,0,89,9,4,0,0,0,34,0,17,4,10,12,12,11,13,2,6,12,17,14,42,37,7,12,0,232,12,43,19,5
429,Jackson,962,448,514,864,28,116,404,35997.0,56,104,148,105,0,33,38,290,76,54,9,0,380,30,0,0,0,0,0,0,9,0,9,45,41,12,12,19,8,33,62,56,73,4,0,0,0,919,14,155,153,1
431,Jackson,2771,1260,1511,2357,168,485,1228,153655.0,340,229,352,195,0,145,91,741,59,139,74,0,810,105,33,0,0,0,0,7,26,191,110,49,66,62,42,66,59,65,144,156,61,16,14,7,7,2236,170,575,375,108
804,Platte,1231,616,615,1173,19,63,464,42625.0,42,245,148,100,0,56,36,429,9,41,106,0,420,51,0,0,0,0,0,7,75,0,0,3,12,8,0,7,18,40,71,68,94,41,30,32,8,1184,12,26,26,0
534,Jackson,1737,779,958,447,1141,1346,846,304608.0,524,260,172,256,0,86,97,677,72,123,0,0,654,153,27,0,0,0,38,0,0,95,33,73,64,90,83,64,36,36,49,50,67,0,5,16,0,533,965,234,146,76
268,Jackson,697,337,360,81,571,631,366,57515.0,155,18,67,73,0,16,0,95,51,0,26,0,38,60,54,0,0,0,0,0,21,174,34,17,9,6,23,12,16,7,5,5,0,0,0,0,0,108,472,429,35,358
122,Clay,768,359,409,606,69,182,350,63541.0,148,175,94,90,0,19,5,276,55,41,10,0,269,49,0,0,0,0,0,54,10,14,70,6,12,8,17,20,7,2,14,41,76,40,0,0,0,699,39,83,80,2
263,Jackson,596,294,302,469,32,255,261,65739.0,75,142,94,138,0,9,13,210,38,143,5,0,352,8,26,0,0,0,1,0,0,21,10,0,0,0,5,3,0,11,52,82,32,12,4,13,8,461,33,118,88,14
439,Jackson,1454,718,736,1326,36,157,514,50877.0,104,119,137,68,0,77,157,500,16,35,8,0,458,73,0,0,0,0,0,0,7,10,6,19,31,7,40,24,42,20,39,89,103,43,8,7,0,1250,35,176,135,20
474,Jackson,1384,617,767,1173,88,256,652,57146.0,122,180,212,63,0,34,125,410,13,144,46,0,541,29,0,0,0,0,0,0,14,20,32,45,53,44,30,45,15,32,69,65,80,61,3,8,0,1144,128,131,86,19
27,Cass,2421,1178,1243,2281,22,175,924,145352.0,242,587,304,245,0,172,57,1045,142,132,47,0,1208,117,0,0,0,0,0,15,40,1,14,47,46,20,66,47,22,47,94,125,185,58,31,68,9,2175,11,246,241,5
550,Jackson,1731,799,932,1319,277,465,802,452885.0,568,396,239,284,0,0,79,520,189,210,79,0,851,98,0,0,0,0,4,31,4,35,33,57,25,64,59,36,63,58,107,108,33,29,20,9,9,1096,316,99,54,44
465,Jackson,827,397,430,674,49,182,415,44199.0,87,116,81,29,0,39,34,208,50,31,10,0,237,40,0,0,0,0,0,23,0,53,22,26,20,31,31,18,47,28,33,31,15,4,2,7,0,625,13,171,123,2
116,Clay,656,316,340,546,26,136,310,18278.0,41,209,100,30,0,41,55,378,35,0,21,0,395,40,0,0,0,0,0,0,0,8,23,14,14,5,14,40,15,0,33,72,20,11,3,10,0,610,9,67,38,4
426,Jackson,863,411,452,786,15,107,456,45888.0,95,134,95,55,0,70,75,317,52,46,15,0,405,25,0,0,0,0,0,0,0,39,33,27,32,19,38,22,10,23,47,49,43,7,0,0,0,792,17,137,123,14
3,Cass,1264,589,675,1111,52,246,584,170911.0,293,182,76,29,0,25,153,341,10,89,25,0,424,30,0,0,0,0,0,11,0,85,53,39,46,61,53,32,46,25,29,33,33,7,1,4,0,1084,122,176,102,74
240,Jackson,644,325,319,286,98,462,318,45619.0,106,20,0,66,0,90,37,152,12,0,50,0,114,28,0,0,0,0,12,0,0,35,19,21,45,16,17,4,0,0,0,0,12,25,0,0,0,268,176,270,128,78
57,Cass,1280,621,659,1228,2,78,593,132141.0,194,128,218,25,0,55,180,476,100,0,30,0,542,31,0,0,0,0,34,0,0,60,70,18,13,43,35,10,36,21,39,54,17,31,44,7,34,1222,0,222,217,0
151,Clay,3092,1505,1587,2799,118,420,1368,390161.0,564,627,617,116,0,63,178,1181,233,187,0,0,1454,109,0,0,0,0,0,0,20,33,35,15,54,99,145,92,46,48,102,145,185,109,61,44,0,2820,154,57,57,0
284,Jackson,421,196,225,14,384,408,271,17183.0,59,38,14,115,0,0,0,123,16,28,1,0,102,0,58,0,0,0,0,0,8,74,18,4,23,30,14,2,8,5,4,6,6,0,0,0,0,11,365,168,6,157
89,Clay,1171,587,584,968,71,272,522,154146.0,252,143,249,117,0,57,82,477,72,63,37,0,506,84,22,0,0,0,11,0,25,44,25,46,45,40,44,37,44,21,39,53,20,20,3,0,0,897,77,122,91,25
760,Platte,1478,706,772,1337,51,191,576,80794.0,42,316,428,45,0,34,20,449,76,209,111,0,773,20,17,0,0,0,0,0,34,13,3,10,6,31,40,31,9,4,31,65,80,89,43,60,45,1209,147,115,63,24
706,Jackson,719,332,387,44,644,697,349,70257.0,116,46,74,60,0,0,57,169,10,59,0,0,202,10,26,0,0,0,0,0,0,43,22,18,22,3,13,7,65,33,15,0,10,21,0,0,0,46,649,172,0,172
514,Jackson,882,427,455,153,671,741,324,14884.0,29,205,247,34,0,2,11,253,97,117,33,0,459,15,0,0,0,0,0,0,25,2,8,0,26,37,0,0,15,22,44,56,64,29,0,0,0,245,577,185,19,141
725,Jackson,2157,1011,1146,1235,787,979,834,87003.0,96,461,360,221,0,28,122,670,146,318,59,0,1052,64,0,0,0,0,0,9,53,7,38,17,25,29,29,39,48,47,81,117,189,71,16,17,24,1335,1335,111,31,31
352,Jackson,529,258,271,17,491,513,296,54128.0,98,60,8,87,0,0,73,133,57,8,31,0,157,50,0,0,0,0,0,0,22,49,16,23,8,30,25,18,7,3,8,8,3,7,0,0,0,24,483,156,6,148
793,Platte,943,465,478,902,15,57,409,79251.0,90,154,190,90,0,24,74,434,39,17,28,13,387,77,0,0,0,0,0,0,54,0,3,26,45,10,8,46,44,21,27,32,48,16,14,24,23,837,23,72,47,2
103,Clay,993,487,506,891,21,181,387,30641.0,48,162,181,73,0,54,64,402,73,39,20,0,503,10,0,0,0,0,0,0,0,1,8,2,4,29,27,18,38,50,72,45,44,17,1,4,5,867,97,59,56,3
9,Cass,2051,1018,1033,1839,100,264,709,49810.0,39,379,236,160,0,169,157,811,77,152,61,0,933,131,0,0,0,0,0,0,24,3,14,0,16,29,15,31,34,39,90,132,157,82,26,18,0,1805,38,315,302,0
599,Jackson,1168,582,586,1108,13,92,538,118668.0,156,107,69,146,0,52,32,236,27,92,52,0,384,11,0,0,0,0,0,0,0,51,63,75,7,15,76,51,4,12,17,19,62,10,0,0,0,1064,13,180,163,13
215,Jackson,1450,786,664,707,103,1028,570,97661.0,228,94,141,147,0,54,108,441,25,61,16,0,400,111,32,0,0,0,0,0,0,73,34,29,48,38,47,64,50,14,13,20,29,8,11,0,0,930,28,643,445,28
117,Clay,1301,632,669,1048,116,296,658,144247.0,195,352,152,54,0,34,38,350,62,137,80,0,511,50,0,0,0,0,0,0,68,25,7,31,59,52,27,5,10,38,81,77,53,31,17,56,24,1184,67,140,136,4
252,Jackson,1262,594,668,333,534,1067,503,58140.0,105,160,197,87,0,4,70,322,22,174,0,0,469,48,2,0,0,0,0,0,0,66,14,41,28,18,18,10,14,14,30,46,53,39,3,0,0,415,609,322,146,120
751,Jackson,2390,1187,1203,2093,178,354,895,112780.0,136,511,323,118,0,144,132,913,90,140,86,0,1063,138,0,0,0,0,0,0,36,22,19,0,31,59,25,52,59,55,99,101,118,113,28,63,13,2088,158,189,135,0
414,Jackson,891,431,460,703,124,216,384,22446.0,34,147,93,60,0,41,56,272,23,79,23,0,338,45,0,0,0,0,0,0,14,10,12,8,27,20,6,19,26,31,54,54,61,26,8,0,0,626,626,64,50,50
48,Cass,1093,547,546,1066,1,35,449,7784.0,11,119,155,93,0,108,84,400,37,60,51,11,379,118,0,0,0,0,16,0,39,18,21,11,17,24,6,4,8,36,63,44,64,59,22,12,17,1043,0,86,68,0
21,Cass,4416,2151,2265,3887,362,639,1592,59442.0,87,921,557,180,0,147,226,1420,197,242,152,21,1748,199,0,0,0,0,0,0,78,23,17,41,28,45,48,65,82,69,136,212,333,263,118,61,6,3684,408,314,295,19
5,Cass,1487,760,727,1356,54,185,587,102517.0,188,108,156,191,0,142,159,550,47,72,86,0,619,81,0,0,0,0,0,0,55,25,14,0,22,39,34,37,19,50,100,92,83,19,6,19,0,1309,27,228,219,0
148,Clay,1958,919,1039,1755,87,268,650,100437.0,91,333,268,117,0,53,232,750,58,157,38,0,894,90,0,0,0,0,0,0,19,0,0,6,12,0,11,23,31,28,58,117,209,84,34,20,0,1642,85,96,76,20
229,Jackson,822,455,367,364,216,602,466,110736.0,249,25,107,42,0,57,52,159,99,25,0,0,115,78,67,0,0,0,23,0,0,110,73,9,17,10,10,0,27,28,26,0,0,0,0,1,5,373,133,343,89,115
660,Jackson,2840,1359,1481,2557,140,382,1008,74706.0,75,640,434,119,0,101,156,880,138,402,29,0,1233,169,1,0,0,0,0,34,0,0,22,73,22,24,21,42,27,24,69,140,222,110,60,61,64,2617,113,287,286,0
749,Jackson,951,474,477,841,61,127,348,0.0,15,347,180,12,0,92,34,400,134,58,72,0,604,0,0,0,0,0,0,0,60,0,0,0,0,28,28,15,16,5,19,44,65,75,14,13,13,901,33,2,2,0
293,Jackson,733,347,386,653,16,117,574,217768.0,303,236,101,108,0,0,7,213,79,122,38,0,263,44,26,0,0,10,62,14,0,59,21,14,23,36,21,19,17,6,15,44,72,46,48,26,15,600,35,110,87,0
138,Clay,1808,828,980,1351,287,534,759,174291.0,257,433,136,194,0,114,102,782,46,143,9,0,812,97,29,0,0,0,0,0,42,19,22,30,65,70,86,24,16,31,84,120,93,37,13,0,0,1512,147,133,47,41
77,Clay,695,346,349,581,53,154,311,34427.0,54,104,129,56,0,26,19,207,0,37,90,0,280,36,0,0,0,0,0,0,18,23,29,11,20,43,16,28,14,8,15,14,33,25,0,0,0,612,965,129,94,147
282,Jackson,632,292,340,13,593,620,320,78115.0,148,0,121,78,0,0,6,185,14,7,0,0,33,15,68,0,0,0,24,0,65,73,62,21,23,31,28,10,4,2,3,1,5,2,0,0,0,38,545,215,26,181
654,Jackson,937,486,451,902,6,51,375,36635.0,103,139,100,80,0,115,132,458,48,15,44,0,454,76,0,0,0,0,10,0,0,11,9,8,14,24,14,12,26,15,31,52,38,35,38,18,0,912,0,42,38,0
230,Jackson,691,349,342,276,221,474,306,61621.0,103,27,100,57,0,0,42,186,16,0,19,7,153,3,37,0,0,0,0,6,0,48,45,25,11,5,0,31,22,15,17,5,15,0,0,0,0,190,263,220,30,152
185,Jackson,673,292,381,19,615,654,444,71313.0,228,7,43,107,0,7,0,123,33,0,8,0,71,56,27,0,0,0,9,0,0,156,50,20,22,23,19,24,10,1,2,0,0,0,0,1,5,23,592,267,0,217
415,Jackson,1030,494,536,674,282,396,442,20228.0,40,145,193,58,0,28,81,226,29,135,114,0,453,0,0,0,0,0,0,0,51,35,15,0,5,25,40,39,19,50,87,45,29,21,3,8,0,724,724,74,58,58
22,Cass,1577,765,812,1539,7,49,676,18834.0,36,447,216,58,0,43,40,507,55,77,166,0,646,31,3,0,0,0,3,6,107,15,3,6,12,16,19,24,15,24,45,59,110,76,56,70,77,1521,17,16,16,0
632,Jackson,2326,1055,1271,2102,79,317,1095,106627.0,178,460,292,94,0,172,151,725,58,296,90,0,1038,94,0,0,0,0,0,0,14,45,31,32,59,48,51,72,86,103,148,88,89,86,77,37,12,2052,61,131,131,0
356,Jackson,1512,640,872,82,1366,1449,725,165594.0,330,70,178,189,0,5,76,279,115,98,26,0,423,20,53,0,0,0,0,5,16,197,43,58,46,61,45,22,17,5,9,21,29,14,7,0,0,27,1420,575,1,526
219,Jackson,809,427,382,364,115,576,281,48610.0,130,10,99,94,0,33,20,159,16,81,0,0,118,49,89,0,0,0,0,0,0,63,22,17,17,25,14,11,24,11,9,14,22,0,0,0,0,433,150,305,167,37
504,Jackson,1360,615,745,383,833,999,587,113864.0,199,213,116,103,0,96,109,480,29,119,9,0,484,9,10,0,0,0,15,95,8,54,44,26,44,48,45,56,27,26,52,52,52,17,0,0,0,416,596,236,48,112
648,Jackson,2665,1323,1342,2507,50,191,993,30592.0,80,551,337,104,11,59,161,776,114,135,198,0,936,97,11,0,0,0,23,37,105,28,1,10,25,37,37,23,23,23,54,93,168,175,83,99,75,2490,39,135,135,0
49,Cass,1054,543,511,1031,7,35,452,18690.0,74,100,114,97,17,160,57,329,53,49,104,9,391,81,0,0,0,0,0,2,60,19,21,16,8,22,18,27,25,37,53,24,45,51,32,14,0,1019,2,100,98,0
716,Jackson,1362,654,708,679,564,720,616,150647.0,233,170,225,156,0,29,115,429,109,91,66,0,601,45,1,0,0,0,41,0,9,67,11,53,91,24,28,68,29,19,43,41,26,23,16,0,0,556,665,219,59,105
309,Jackson,770,324,446,639,21,142,631,378933.0,315,306,72,79,0,0,0,288,93,21,55,0,397,13,26,0,0,0,0,14,6,86,18,34,38,17,14,17,11,5,23,44,24,11,16,44,90,595,11,127,98,0
770,Platte,1559,675,884,1380,89,226,823,486126.0,287,268,175,64,17,22,50,381,80,59,75,0,548,48,0,0,0,0,0,0,0,64,35,33,89,51,66,42,27,29,59,81,98,60,5,19,27,1371,1222,110,79,167
32,Cass,1362,676,686,1319,2,64,614,92573.0,205,182,93,67,0,81,148,368,38,128,31,6,388,158,0,0,0,0,12,0,7,43,37,42,65,53,24,28,36,26,46,59,53,29,7,0,0,1302,2,112,104,0
149,Clay,2256,1148,1108,2111,60,229,854,55944.0,51,632,357,124,0,90,197,993,189,150,67,0,1188,165,0,0,0,0,0,0,46,13,3,12,6,11,46,52,35,34,70,131,235,104,51,4,19,1892,98,110,87,23
686,Jackson,1466,606,860,89,1309,1381,856,337472.0,704,135,177,117,0,0,102,291,84,128,30,0,256,73,86,0,0,0,84,12,10,124,109,85,66,74,51,82,57,35,46,17,0,0,0,0,0,17,1416,390,17,373
509,Jackson,1061,537,524,433,564,654,441,93835.0,144,185,130,54,0,49,64,248,88,136,10,0,444,18,0,0,0,0,0,9,11,62,16,18,14,48,33,9,2,22,47,48,58,18,0,0,0,351,635,163,47,106
6,Cass,1264,629,635,901,15,500,498,76570.0,207,54,40,206,0,204,123,565,48,0,15,0,322,254,0,0,0,0,15,0,0,17,26,50,101,40,28,58,49,21,26,23,9,0,0,0,0,1112,23,194,186,0
556,Jackson,2103,1013,1090,641,1306,1502,822,92248.0,122,364,359,129,0,38,153,778,91,155,18,0,765,153,0,0,0,0,31,0,93,31,1,9,25,29,52,60,39,50,99,120,154,88,13,0,0,802,1109,136,72,63
145,Clay,1520,773,747,1429,19,129,553,10482.0,0,366,289,27,0,31,60,531,15,112,113,0,616,25,0,0,0,0,0,0,88,0,0,0,0,0,0,5,9,34,48,25,60,61,82,59,111,1396,72,188,174,6
142,Clay,1227,617,610,1094,62,193,517,38183.0,87,195,225,89,0,95,58,507,66,25,64,0,595,54,0,0,0,0,0,0,13,0,14,53,53,46,11,8,9,20,70,114,72,18,4,0,0,956,156,107,104,3
712,Jackson,1369,640,729,58,1249,1332,642,89350.0,228,97,131,158,0,65,68,211,67,170,71,0,247,145,107,0,0,0,0,0,12,28,53,69,80,84,60,29,26,23,36,33,21,2,3,0,0,49,1283,226,13,193
106,Clay,2068,996,1072,1884,69,249,843,38859.0,38,538,392,166,0,48,40,760,115,192,117,0,1045,50,11,0,0,0,3,0,62,4,22,0,0,11,46,25,21,26,86,153,154,116,32,49,60,1854,35,195,188,0
566,Jackson,2947,1501,1446,2481,301,538,976,61331.0,41,859,275,76,0,0,76,692,193,207,194,0,1183,48,0,0,0,0,0,0,27,0,0,3,6,0,11,26,24,43,76,78,153,163,129,160,70,2285,269,123,53,39
